year,month,day,hour,half,equsid
2018,1,16,5,0,"{2, 3, 4}"
2018,1,16,5,1,"{2, 3, 4}"
2018,1,16,5,1,"{2, 3, 4}"
2018,1,16,5,1,"{2, 3, 4}"
2018,1,16,6,0,"{2, 3, 4}"
2018,1,16,6,0,"{2, 3, 4}"
2018,1,16,6,0,"{2, 3, 4}"
2018,1,16,6,1,"{2, 3, 4}"
2018,1,16,6,1,"{2, 3, 4}"
2018,1,16,6,1,"{2, 3, 4}"
2018,1,16,7,0,"{2, 3, 4}"
2018,1,16,7,0,"{2, 3, 4}"
2018,1,16,7,0,"{2, 3, 4}"
2018,1,16,7,1,"{2, 3, 4}"
2018,1,16,7,1,"{2, 3, 4}"
2018,1,16,7,1,"{2, 3, 4}"
2018,1,16,8,0,"{2, 3, 4}"
2018,1,16,8,0,"{2, 3, 4}"
2018,1,16,8,0,"{2, 3, 4}"
2018,1,16,8,1,"{2, 3, 4}"
2018,1,16,8,1,"{2, 3, 4}"
2018,1,16,8,1,"{2, 3, 4}"
2018,1,16,9,0,"{2, 3, 4}"
2018,1,16,9,0,"{2, 3, 4}"
2018,1,16,9,0,"{2, 3, 4}"
2018,1,16,9,1,"{2, 3, 4}"
2018,1,16,9,1,"{2, 3, 4}"
2018,1,16,9,1,"{2, 3, 4}"
2018,1,16,10,0,"{2, 3, 4}"
2018,1,16,10,0,"{2, 3, 4}"
2018,1,16,10,0,"{2, 3, 4}"
2018,1,16,10,1,"{2, 3, 4}"
2018,1,16,10,1,"{2, 3, 4}"
2018,1,16,10,1,"{2, 3, 4}"
2018,1,16,11,0,"{2, 3, 4}"
2018,1,16,11,0,"{2, 3, 4}"
2018,1,16,11,0,"{2, 3, 4}"
2018,1,16,11,1,"{2, 3, 4}"
2018,1,16,11,1,"{2, 3, 4}"
2018,1,16,11,1,"{2, 3, 4}"
2018,1,16,12,0,"{2, 3, 4}"
2018,1,16,12,0,"{2, 3, 4}"
2018,1,16,12,0,"{2, 3, 4}"
2018,1,16,12,1,"{2, 3, 4}"
2018,1,16,12,1,"{2, 3, 4}"
2018,1,16,12,1,"{2, 3, 4}"
2018,1,16,13,0,"{2, 3, 4}"
2018,1,16,13,0,"{2, 3, 4}"
2018,1,16,13,0,"{2, 3, 4}"
2018,1,16,13,1,"{2, 3, 4}"
2018,1,16,13,1,"{2, 3, 4}"
2018,1,16,13,1,"{2, 3, 4}"
2018,1,16,14,0,"{2, 3, 4}"
2018,1,16,14,0,"{2, 3, 4}"
2018,1,16,14,0,"{2, 3, 4}"
2018,1,16,14,1,"{2, 3, 4}"
2018,1,16,14,1,"{2, 3, 4}"
2018,1,16,14,1,"{2, 3, 4}"
2018,1,16,15,0,"{2, 3, 4}"
2018,1,16,15,0,"{2, 3, 4}"
2018,1,16,15,0,"{2, 3, 4}"
2018,1,16,15,1,"{2, 3, 4}"
2018,1,16,15,1,"{2, 3, 4}"
2018,1,16,15,1,"{2, 3, 4}"
2018,1,16,16,0,"{2, 3, 4}"
2018,1,16,16,0,"{2, 3, 4}"
2018,1,16,16,0,"{2, 3, 4}"
2018,1,16,16,1,"{2, 3, 4}"
2018,1,16,16,1,"{2, 3, 4}"
2018,1,16,16,1,"{2, 3, 4}"
2018,1,16,17,1,"{2, 3, 4}"
2018,1,16,17,1,"{2, 3, 4}"
2018,1,16,17,1,"{2, 3, 4}"
2018,1,16,18,0,"{2, 3, 4}"
2018,1,16,18,0,"{2, 3, 4}"
2018,1,16,18,0,"{2, 3, 4}"
2018,1,16,18,1,"{2, 3, 4}"
2018,1,16,18,1,"{2, 3, 4}"
2018,1,16,18,1,"{2, 3, 4}"
2018,1,16,19,0,"{2, 3, 4}"
2018,1,16,19,0,"{2, 3, 4}"
2018,1,16,19,0,"{2, 3, 4}"
2018,1,16,19,1,"{2, 3, 4}"
2018,1,16,19,1,"{2, 3, 4}"
2018,1,16,19,1,"{2, 3, 4}"
2018,1,16,20,0,"{2, 3, 4}"
2018,1,16,20,0,"{2, 3, 4}"
2018,1,16,20,0,"{2, 3, 4}"
2018,1,16,20,1,"{2, 3, 4}"
2018,1,16,20,1,"{2, 3, 4}"
2018,1,16,20,1,"{2, 3, 4}"
2018,1,16,21,0,"{2, 3, 4}"
2018,1,16,21,0,"{2, 3, 4}"
2018,1,16,21,0,"{2, 3, 4}"
2018,1,16,21,1,"{2, 3, 4}"
2018,1,16,21,1,"{2, 3, 4}"
2018,1,16,21,1,"{2, 3, 4}"
2018,1,16,22,0,"{2, 3, 4}"
2018,1,16,22,0,"{2, 3, 4}"
2018,1,16,22,0,"{2, 3, 4}"
2018,1,16,22,1,"{2, 3, 4}"
2018,1,16,22,1,"{2, 3, 4}"
2018,1,16,22,1,"{2, 3, 4}"
2018,1,16,23,0,"{2, 3, 4}"
2018,1,16,23,0,"{2, 3, 4}"
2018,1,16,23,0,"{2, 3, 4}"
2018,1,16,23,1,"{2, 3, 4}"
2018,1,16,23,1,"{2, 3, 4}"
2018,1,16,23,1,"{2, 3, 4}"
2018,1,17,0,0,"{2, 3, 4}"
2018,1,17,0,0,"{2, 3, 4}"
2018,1,17,0,0,"{2, 3, 4}"
2018,1,17,0,1,"{2, 3, 4}"
2018,1,17,0,1,"{2, 3, 4}"
2018,1,17,0,1,"{2, 3, 4}"
2018,1,17,1,0,"{2, 3, 4}"
2018,1,17,1,0,"{2, 3, 4}"
2018,1,17,1,0,"{2, 3, 4}"
2018,1,17,1,1,"{2, 3, 4}"
2018,1,17,1,1,"{2, 3, 4}"
2018,1,17,1,1,"{2, 3, 4}"
2018,1,17,2,0,"{2, 3, 4}"
2018,1,17,2,0,"{2, 3, 4}"
2018,1,17,2,0,"{2, 3, 4}"
2018,1,17,2,1,"{2, 3, 4}"
2018,1,17,2,1,"{2, 3, 4}"
2018,1,17,2,1,"{2, 3, 4}"
2018,1,17,3,0,"{2, 3, 4}"
2018,1,17,3,0,"{2, 3, 4}"
2018,1,17,3,0,"{2, 3, 4}"
2018,1,17,3,1,"{2, 3, 4}"
2018,1,17,3,1,"{2, 3, 4}"
2018,1,17,3,1,"{2, 3, 4}"
2018,1,17,4,0,"{2, 3, 4}"
2018,1,17,4,0,"{2, 3, 4}"
2018,1,17,4,0,"{2, 3, 4}"
2018,1,17,4,1,"{2, 3, 4}"
2018,1,17,4,1,"{2, 3, 4}"
2018,1,17,4,1,"{2, 3, 4}"
2018,1,17,5,0,"{2, 3, 4}"
2018,1,17,5,0,"{2, 3, 4}"
2018,1,17,5,0,"{2, 3, 4}"
2018,1,17,5,1,"{2, 3, 4}"
2018,1,17,5,1,"{2, 3, 4}"
2018,1,17,5,1,"{2, 3, 4}"
2018,1,17,6,0,"{2, 3, 4}"
2018,1,17,6,0,"{2, 3, 4}"
2018,1,17,6,0,"{2, 3, 4}"
2018,1,17,6,1,"{2, 3, 4}"
2018,1,17,6,1,"{2, 3, 4}"
2018,1,17,6,1,"{2, 3, 4}"
2018,1,17,7,0,"{2, 3, 4}"
2018,1,17,7,0,"{2, 3, 4}"
2018,1,17,7,0,"{2, 3, 4}"
2018,1,17,7,1,"{2, 3, 4}"
2018,1,17,7,1,"{2, 3, 4}"
2018,1,17,7,1,"{2, 3, 4}"
2018,1,17,8,0,"{2, 3, 4}"
2018,1,17,8,0,"{2, 3, 4}"
2018,1,17,8,0,"{2, 3, 4}"
2018,1,17,8,1,"{2, 3, 4}"
2018,1,17,8,1,"{2, 3, 4}"
2018,1,17,8,1,"{2, 3, 4}"
2018,1,17,9,0,"{2, 3, 4}"
2018,1,17,9,0,"{2, 3, 4}"
2018,1,17,9,0,"{2, 3, 4}"
2018,1,17,9,1,"{2, 3, 4}"
2018,1,17,9,1,"{2, 3, 4}"
2018,1,17,9,1,"{2, 3, 4}"
2018,1,17,10,0,"{2, 3, 4}"
2018,1,17,10,0,"{2, 3, 4}"
2018,1,17,10,0,"{2, 3, 4}"
2018,1,17,10,1,"{2, 3, 4}"
2018,1,17,10,1,"{2, 3, 4}"
2018,1,17,10,1,"{2, 3, 4}"
2018,1,17,11,0,"{2, 3, 4}"
2018,1,17,11,0,"{2, 3, 4}"
2018,1,17,11,0,"{2, 3, 4}"
2018,1,17,11,1,"{2, 3, 4}"
2018,1,17,11,1,"{2, 3, 4}"
2018,1,17,11,1,"{2, 3, 4}"
2018,1,17,12,0,"{2, 3, 4}"
2018,1,17,12,0,"{2, 3, 4}"
2018,1,17,12,0,"{2, 3, 4}"
2018,1,17,12,1,"{2, 3, 4}"
2018,1,17,12,1,"{2, 3, 4}"
2018,1,17,12,1,"{2, 3, 4}"
2018,1,17,13,0,"{2, 3, 4}"
2018,1,17,13,0,"{2, 3, 4}"
2018,1,17,13,0,"{2, 3, 4}"
2018,1,17,13,1,"{2, 3, 4}"
2018,1,17,13,1,"{2, 3, 4}"
2018,1,17,13,1,"{2, 3, 4}"
2018,1,17,14,0,"{2, 3, 4}"
2018,1,17,14,0,"{2, 3, 4}"
2018,1,17,14,0,"{2, 3, 4}"
2018,1,17,14,1,"{2, 3, 4}"
2018,1,17,14,1,"{2, 3, 4}"
2018,1,17,14,1,"{2, 3, 4}"
2018,1,17,15,0,"{2, 3, 4}"
2018,1,17,15,0,"{2, 3, 4}"
2018,1,17,15,0,"{2, 3, 4}"
2018,1,17,15,1,"{2, 3, 4}"
2018,1,17,15,1,"{2, 3, 4}"
2018,1,17,15,1,"{2, 3, 4}"
2018,1,17,16,0,"{2, 3, 4}"
2018,1,17,16,0,"{2, 3, 4}"
2018,1,17,16,0,"{2, 3, 4}"
2018,1,17,16,1,"{2, 3, 4}"
2018,1,17,16,1,"{2, 3, 4}"
2018,1,17,16,1,"{2, 3, 4}"
2018,1,17,17,0,"{2, 3, 4}"
2018,1,17,17,0,"{2, 3, 4}"
2018,1,17,17,0,"{2, 3, 4}"
2018,1,17,17,1,"{2, 3, 4}"
2018,1,17,17,1,"{2, 3, 4}"
2018,1,17,17,1,"{2, 3, 4}"
2018,1,17,18,0,"{2, 3, 4}"
2018,1,17,18,0,"{2, 3, 4}"
2018,1,17,18,0,"{2, 3, 4}"
2018,1,17,18,1,"{2, 3, 4}"
2018,1,17,18,1,"{2, 3, 4}"
2018,1,17,18,1,"{2, 3, 4}"
2018,1,17,19,0,"{2, 3, 4}"
2018,1,17,19,0,"{2, 3, 4}"
2018,1,17,19,0,"{2, 3, 4}"
2018,1,17,19,1,"{2, 3, 4}"
2018,1,17,19,1,"{2, 3, 4}"
2018,1,17,19,1,"{2, 3, 4}"
2018,1,17,20,0,"{2, 3, 4}"
2018,1,17,20,0,"{2, 3, 4}"
2018,1,17,20,0,"{2, 3, 4}"
2018,1,17,20,1,"{2, 3, 4}"
2018,1,17,20,1,"{2, 3, 4}"
2018,1,17,20,1,"{2, 3, 4}"
2018,1,17,21,0,"{2, 3, 4}"
2018,1,17,21,0,"{2, 3, 4}"
2018,1,17,21,0,"{2, 3, 4}"
2018,1,17,21,1,"{2, 3, 4}"
2018,1,17,21,1,"{2, 3, 4}"
2018,1,17,21,1,"{2, 3, 4}"
2018,1,17,22,0,"{2, 3, 4}"
2018,1,17,22,0,"{2, 3, 4}"
2018,1,17,22,0,"{2, 3, 4}"
2018,1,17,22,1,"{2, 3, 4}"
2018,1,17,22,1,"{2, 3, 4}"
2018,1,17,22,1,"{2, 3, 4}"
2018,1,17,23,0,"{2, 3, 4}"
2018,1,17,23,0,"{2, 3, 4}"
2018,1,17,23,0,"{2, 3, 4}"
2018,1,17,23,1,"{2, 3, 4}"
2018,1,17,23,1,"{2, 3, 4}"
2018,1,17,23,1,"{2, 3, 4}"
2018,1,18,0,0,"{2, 3, 4}"
2018,1,18,0,0,"{2, 3, 4}"
2018,1,18,0,0,"{2, 3, 4}"
2018,1,18,0,1,"{2, 3, 4}"
2018,1,18,0,1,"{2, 3, 4}"
2018,1,18,0,1,"{2, 3, 4}"
2018,1,18,1,0,"{2, 3, 4}"
2018,1,18,1,0,"{2, 3, 4}"
2018,1,18,1,0,"{2, 3, 4}"
2018,1,18,1,1,"{2, 3, 4}"
2018,1,18,1,1,"{2, 3, 4}"
2018,1,18,1,1,"{2, 3, 4}"
2018,1,18,2,0,"{2, 3, 4}"
2018,1,18,2,0,"{2, 3, 4}"
2018,1,18,2,0,"{2, 3, 4}"
2018,1,18,2,1,"{2, 3, 4}"
2018,1,18,2,1,"{2, 3, 4}"
2018,1,18,2,1,"{2, 3, 4}"
2018,1,18,3,0,"{2, 3, 4}"
2018,1,18,3,0,"{2, 3, 4}"
2018,1,18,3,0,"{2, 3, 4}"
2018,1,18,3,1,"{2, 3, 4}"
2018,1,18,3,1,"{2, 3, 4}"
2018,1,18,3,1,"{2, 3, 4}"
2018,1,18,4,0,"{2, 3, 4}"
2018,1,18,4,0,"{2, 3, 4}"
2018,1,18,4,0,"{2, 3, 4}"
2018,1,18,4,1,"{2, 3, 4}"
2018,1,18,4,1,"{2, 3, 4}"
2018,1,18,4,1,"{2, 3, 4}"
2018,1,18,5,0,"{2, 3, 4}"
2018,1,18,5,0,"{2, 3, 4}"
2018,1,18,5,0,"{2, 3, 4}"
2018,1,18,5,1,"{2, 3, 4}"
2018,1,18,5,1,"{2, 3, 4}"
2018,1,18,5,1,"{2, 3, 4}"
2018,1,18,6,0,"{2, 3, 4}"
2018,1,18,6,0,"{2, 3, 4}"
2018,1,18,6,0,"{2, 3, 4}"
2018,1,18,6,1,"{2, 3, 4}"
2018,1,18,6,1,"{2, 3, 4}"
2018,1,18,6,1,"{2, 3, 4}"
2018,1,18,7,0,"{2, 3, 4}"
2018,1,18,7,0,"{2, 3, 4}"
2018,1,18,7,0,"{2, 3, 4}"
2018,1,18,7,1,"{2, 3, 4}"
2018,1,18,7,1,"{2, 3, 4}"
2018,1,18,7,1,"{2, 3, 4}"
2018,1,18,8,0,"{2, 3, 4}"
2018,1,18,8,0,"{2, 3, 4}"
2018,1,18,8,0,"{2, 3, 4}"
2018,1,18,8,1,"{2, 3, 4}"
2018,1,18,8,1,"{2, 3, 4}"
2018,1,18,8,1,"{2, 3, 4}"
2018,1,18,9,0,"{2, 3, 4}"
2018,1,18,9,0,"{2, 3, 4}"
2018,1,18,9,0,"{2, 3, 4}"
2018,1,18,9,1,"{2, 3, 4}"
2018,1,18,9,1,"{2, 3, 4}"
2018,1,18,9,1,"{2, 3, 4}"
2018,1,18,10,0,"{2, 3, 4}"
2018,1,18,10,0,"{2, 3, 4}"
2018,1,18,10,0,"{2, 3, 4}"
2018,1,18,10,1,"{2, 3, 4}"
2018,1,18,10,1,"{2, 3, 4}"
2018,1,18,10,1,"{2, 3, 4}"
2018,1,18,11,0,"{2, 3, 4}"
2018,1,18,11,0,"{2, 3, 4}"
2018,1,18,11,0,"{2, 3, 4}"
2018,1,18,11,1,"{2, 3, 4}"
2018,1,18,11,1,"{2, 3, 4}"
2018,1,18,11,1,"{2, 3, 4}"
2018,1,18,12,0,"{2, 3, 4}"
2018,1,18,12,0,"{2, 3, 4}"
2018,1,18,12,0,"{2, 3, 4}"
2018,1,18,12,1,"{2, 3, 4}"
2018,1,18,12,1,"{2, 3, 4}"
2018,1,18,12,1,"{2, 3, 4}"
2018,1,18,13,0,"{2, 3, 4}"
2018,1,18,13,0,"{2, 3, 4}"
2018,1,18,13,0,"{2, 3, 4}"
2018,1,18,13,1,"{2, 3, 4}"
2018,1,18,13,1,"{2, 3, 4}"
2018,1,18,13,1,"{2, 3, 4}"
2018,1,18,14,0,"{2, 3, 4}"
2018,1,18,14,0,"{2, 3, 4}"
2018,1,18,14,0,"{2, 3, 4}"
2018,1,18,14,1,"{2, 3, 4}"
2018,1,18,14,1,"{2, 3, 4}"
2018,1,18,14,1,"{2, 3, 4}"
2018,1,18,15,0,"{2, 3, 4}"
2018,1,18,15,0,"{2, 3, 4}"
2018,1,18,15,0,"{2, 3, 4}"
2018,1,18,15,1,"{2, 3, 4}"
2018,1,18,15,1,"{2, 3, 4}"
2018,1,18,15,1,"{2, 3, 4}"
2018,1,18,16,0,"{2, 3, 4}"
2018,1,18,16,0,"{2, 3, 4}"
2018,1,18,16,0,"{2, 3, 4}"
2018,1,18,16,1,"{2, 3, 4}"
2018,1,18,16,1,"{2, 3, 4}"
2018,1,18,16,1,"{2, 3, 4}"
2018,1,18,17,0,"{2, 3, 4}"
2018,1,18,17,0,"{2, 3, 4}"
2018,1,18,17,0,"{2, 3, 4}"
2018,1,18,17,1,"{2, 3, 4}"
2018,1,18,17,1,"{2, 3, 4}"
2018,1,18,17,1,"{2, 3, 4}"
2018,1,18,18,0,"{2, 3, 4}"
2018,1,18,18,0,"{2, 3, 4}"
2018,1,18,18,0,"{2, 3, 4}"
2018,1,18,18,1,"{2, 3, 4}"
2018,1,18,18,1,"{2, 3, 4}"
2018,1,18,18,1,"{2, 3, 4}"
2018,1,18,19,0,"{2, 3, 4}"
2018,1,18,19,0,"{2, 3, 4}"
2018,1,18,19,0,"{2, 3, 4}"
2018,1,18,19,1,"{2, 3, 4}"
2018,1,18,19,1,"{2, 3, 4}"
2018,1,18,19,1,"{2, 3, 4}"
2018,1,18,20,0,"{2, 3, 4}"
2018,1,18,20,0,"{2, 3, 4}"
2018,1,18,20,0,"{2, 3, 4}"
2018,1,18,20,1,"{2, 3, 4}"
2018,1,18,20,1,"{2, 3, 4}"
2018,1,18,20,1,"{2, 3, 4}"
2018,1,18,21,0,"{2, 3, 4}"
2018,1,18,21,0,"{2, 3, 4}"
2018,1,18,21,0,"{2, 3, 4}"
2018,1,18,21,1,"{2, 3, 4}"
2018,1,18,21,1,"{2, 3, 4}"
2018,1,18,21,1,"{2, 3, 4}"
2018,1,18,22,0,"{2, 3, 4}"
2018,1,18,22,0,"{2, 3, 4}"
2018,1,18,22,0,"{2, 3, 4}"
2018,1,18,22,1,"{2, 3, 4}"
2018,1,18,22,1,"{2, 3, 4}"
2018,1,18,22,1,"{2, 3, 4}"
2018,1,18,23,0,"{2, 3, 4}"
2018,1,18,23,0,"{2, 3, 4}"
2018,1,18,23,0,"{2, 3, 4}"
2018,1,18,23,1,"{2, 3, 4}"
2018,1,18,23,1,"{2, 3, 4}"
2018,1,18,23,1,"{2, 3, 4}"
2018,1,19,0,0,"{2, 3, 4}"
2018,1,19,0,0,"{2, 3, 4}"
2018,1,19,0,0,"{2, 3, 4}"
2018,1,19,0,1,"{2, 3, 4}"
2018,1,19,0,1,"{2, 3, 4}"
2018,1,19,0,1,"{2, 3, 4}"
2018,1,19,1,0,"{2, 3, 4}"
2018,1,19,1,0,"{2, 3, 4}"
2018,1,19,1,0,"{2, 3, 4}"
2018,1,19,1,1,"{2, 3, 4}"
2018,1,19,1,1,"{2, 3, 4}"
2018,1,19,1,1,"{2, 3, 4}"
2018,1,19,2,0,"{2, 3, 4}"
2018,1,19,2,0,"{2, 3, 4}"
2018,1,19,2,0,"{2, 3, 4}"
2018,1,19,2,1,"{2, 3, 4}"
2018,1,19,2,1,"{2, 3, 4}"
2018,1,19,2,1,"{2, 3, 4}"
2018,1,19,3,0,"{2, 3, 4}"
2018,1,19,3,0,"{2, 3, 4}"
2018,1,19,3,0,"{2, 3, 4}"
2018,1,19,3,1,"{2, 3, 4}"
2018,1,19,3,1,"{2, 3, 4}"
2018,1,19,3,1,"{2, 3, 4}"
2018,1,19,4,0,"{2, 3, 4}"
2018,1,19,4,0,"{2, 3, 4}"
2018,1,19,4,0,"{2, 3, 4}"
2018,1,19,4,1,"{2, 3, 4}"
2018,1,19,4,1,"{2, 3, 4}"
2018,1,19,4,1,"{2, 3, 4}"
2018,1,19,5,0,"{2, 3, 4}"
2018,1,19,5,0,"{2, 3, 4}"
2018,1,19,5,0,"{2, 3, 4}"
2018,1,19,5,1,"{2, 3, 4}"
2018,1,19,5,1,"{2, 3, 4}"
2018,1,19,5,1,"{2, 3, 4}"
2018,1,19,6,0,"{2, 3, 4}"
2018,1,19,6,0,"{2, 3, 4}"
2018,1,19,6,0,"{2, 3, 4}"
2018,1,19,6,1,"{2, 3, 4}"
2018,1,19,6,1,"{2, 3, 4}"
2018,1,19,6,1,"{2, 3, 4}"
2018,1,19,7,0,"{2, 3, 4}"
2018,1,19,7,0,"{2, 3, 4}"
2018,1,19,7,0,"{2, 3, 4}"
2018,1,19,7,1,"{2, 3, 4}"
2018,1,19,7,1,"{2, 3, 4}"
2018,1,19,7,1,"{2, 3, 4}"
2018,1,19,8,0,"{2, 3, 4}"
2018,1,19,8,0,"{2, 3, 4}"
2018,1,19,8,0,"{2, 3, 4}"
2018,1,19,8,1,"{2, 3, 4}"
2018,1,19,8,1,"{2, 3, 4}"
2018,1,19,8,1,"{2, 3, 4}"
2018,1,19,9,0,"{2, 3, 4}"
2018,1,19,9,0,"{2, 3, 4}"
2018,1,19,9,0,"{2, 3, 4}"
2018,1,19,9,1,"{2, 3, 4}"
2018,1,19,9,1,"{2, 3, 4}"
2018,1,19,9,1,"{2, 3, 4}"
2018,1,19,10,0,"{2, 3, 4}"
2018,1,19,10,0,"{2, 3, 4}"
2018,1,19,10,0,"{2, 3, 4}"
2018,1,19,10,1,"{2, 3, 4}"
2018,1,19,10,1,"{2, 3, 4}"
2018,1,19,10,1,"{2, 3, 4}"
2018,1,19,11,0,"{2, 3, 4}"
2018,1,19,11,0,"{2, 3, 4}"
2018,1,19,11,0,"{2, 3, 4}"
2018,1,19,11,1,"{2, 3, 4}"
2018,1,19,11,1,"{2, 3, 4}"
2018,1,19,11,1,"{2, 3, 4}"
2018,1,19,12,0,"{2, 3, 4}"
2018,1,19,12,0,"{2, 3, 4}"
2018,1,19,12,0,"{2, 3, 4}"
2018,1,19,12,1,"{2, 3, 4}"
2018,1,19,12,1,"{2, 3, 4}"
2018,1,19,12,1,"{2, 3, 4}"
2018,1,19,13,0,"{2, 3, 4}"
2018,1,19,13,0,"{2, 3, 4}"
2018,1,19,13,0,"{2, 3, 4}"
2018,1,19,13,1,"{2, 3, 4}"
2018,1,19,13,1,"{2, 3, 4}"
2018,1,19,13,1,"{2, 3, 4}"
2018,1,19,14,0,"{2, 3, 4}"
2018,1,19,14,0,"{2, 3, 4}"
2018,1,19,14,0,"{2, 3, 4}"
2018,1,19,14,1,"{2, 3, 4}"
2018,1,19,14,1,"{2, 3, 4}"
2018,1,19,14,1,"{2, 3, 4}"
2018,1,19,15,0,"{2, 3, 4}"
2018,1,19,15,0,"{2, 3, 4}"
2018,1,19,15,0,"{2, 3, 4}"
2018,1,19,15,1,"{2, 3, 4}"
2018,1,19,15,1,"{2, 3, 4}"
2018,1,19,15,1,"{2, 3, 4}"
2018,1,19,16,0,"{2, 3, 4}"
2018,1,19,16,0,"{2, 3, 4}"
2018,1,19,16,0,"{2, 3, 4}"
2018,1,19,16,1,"{2, 3, 4}"
2018,1,19,16,1,"{2, 3, 4}"
2018,1,19,16,1,"{2, 3, 4}"
2018,1,19,17,0,"{2, 3, 4}"
2018,1,19,17,0,"{2, 3, 4}"
2018,1,19,17,0,"{2, 3, 4}"
2018,1,19,17,1,"{2, 3, 4}"
2018,1,19,17,1,"{2, 3, 4}"
2018,1,19,17,1,"{2, 3, 4}"
2018,1,19,18,0,"{2, 3, 4}"
2018,1,19,18,0,"{2, 3, 4}"
2018,1,19,18,0,"{2, 3, 4}"
2018,1,19,18,1,"{2, 3, 4}"
2018,1,19,18,1,"{2, 3, 4}"
2018,1,19,18,1,"{2, 3, 4}"
2018,1,19,19,0,"{2, 3, 4}"
2018,1,19,19,0,"{2, 3, 4}"
2018,1,19,19,0,"{2, 3, 4}"
2018,1,19,19,1,"{2, 3, 4}"
2018,1,19,19,1,"{2, 3, 4}"
2018,1,19,19,1,"{2, 3, 4}"
2018,1,19,20,0,"{2, 3, 4}"
2018,1,19,20,0,"{2, 3, 4}"
2018,1,19,20,0,"{2, 3, 4}"
2018,1,19,20,1,"{2, 3, 4}"
2018,1,19,20,1,"{2, 3, 4}"
2018,1,19,20,1,"{2, 3, 4}"
2018,1,19,21,0,"{2, 3, 4}"
2018,1,19,21,0,"{2, 3, 4}"
2018,1,19,21,0,"{2, 3, 4}"
2018,1,19,21,1,"{2, 3, 4}"
2018,1,19,21,1,"{2, 3, 4}"
2018,1,19,21,1,"{2, 3, 4}"
2018,1,19,22,0,"{2, 3, 4}"
2018,1,19,22,0,"{2, 3, 4}"
2018,1,19,22,0,"{2, 3, 4}"
2018,1,19,22,1,"{2, 3, 4}"
2018,1,19,22,1,"{2, 3, 4}"
2018,1,19,22,1,"{2, 3, 4}"
2018,1,19,23,0,"{2, 3, 4}"
2018,1,19,23,0,"{2, 3, 4}"
2018,1,19,23,0,"{2, 3, 4}"
2018,1,19,23,1,"{2, 3, 4}"
2018,1,19,23,1,"{2, 3, 4}"
2018,1,19,23,1,"{2, 3, 4}"
2018,1,20,0,0,"{2, 3, 4}"
2018,1,20,0,0,"{2, 3, 4}"
2018,1,20,0,0,"{2, 3, 4}"
2018,1,20,0,1,"{2, 3, 4}"
2018,1,20,0,1,"{2, 3, 4}"
2018,1,20,0,1,"{2, 3, 4}"
2018,1,20,1,0,"{2, 3, 4}"
2018,1,20,1,0,"{2, 3, 4}"
2018,1,20,1,0,"{2, 3, 4}"
2018,1,20,1,1,"{2, 3, 4}"
2018,1,20,1,1,"{2, 3, 4}"
2018,1,20,1,1,"{2, 3, 4}"
2018,1,20,2,0,"{2, 3, 4}"
2018,1,20,2,0,"{2, 3, 4}"
2018,1,20,2,0,"{2, 3, 4}"
2018,1,20,2,1,"{2, 3, 4}"
